"stop_id","stop_name","lat","lng","district"
"2850039400","정류장 2850039400","36.74253826","127.23584930",""
"2850040100","용두교","36.74820211","127.31140240",""
"2850040200","정류장 2850040200","36.74824879","127.28840980",""
"2850040400","정류장 2850040400","36.74968924","127.24148790",""
"2850040500","(새마을창고)","36.75051031","127.20993680",""
"2850040600","정류장 2850040600","36.75135450","127.26594600",""
"2850040700","용두교","36.75392936","127.31448440",""
"2850040800","용두교","36.75407092","127.31480040",""
"2850041600","천정교","36.75963461","127.21128840",""
"2850041700","천정교","36.75970001","127.21155890",""
"2850041800","정류장 2850041800","36.75979148","127.17593140",""
"2850041900","(아우네체육관)","36.76011620","127.30992080",""
"2850042000","(부영아파트122동)","36.76052277","127.17475590",""
"2850042100","정류장 2850042100","36.76056461","127.17637340",""
"2850042200","정류장 2850042200","36.76060920","127.17848400",""
"2850042500","(논당고개)","36.76111544","127.31410350",""
"2850042800","정류장 2850042800","36.76366477","127.22827020",""
"2850043000","(병천보건지소)","36.76470098","127.30098260",""
"2850043200","수남3교","36.76567352","127.38950170",""
"2850043300","수남3교","36.76585680","127.38940710",""
"2850043500","정류장 2850043500","36.76678456","127.22115640",""
"2850043700","수남2교","36.76758030","127.38761320",""
"2850043800","수남2교","36.76773604","127.38726890",""
"2850043900","(수남1교)","36.76804135","127.38669330",""
"2850044000","수남1교","36.76817976","127.38647450",""
"2850044100","수남1교","36.76841477","127.38608980",""
"2850044200","서원교","36.76845972","127.30620400",""
"2850044300","서원교","36.76858018","127.30640740",""
"2850044400","정류장 2850044400","36.76897395","127.30706530",""
"2850044500","통미교","36.76931903","127.24707000",""
"2850044600","통미교","36.76945641","127.24679970",""
"2850044900","정류장 2850044900","36.77092887","127.19500650",""
"2850045000","정류장 2850045000","36.77222302","127.21493780",""
"2850045100","정류장 2850045100","36.77308296","127.21539920",""
"2850045200","정류장 2850045200","36.77311856","127.31253880",""
"2850045500","신흥초교입구","36.77601986","127.21701590",""
"2850045600","정류장 2850045600","36.77638633","127.35688190",""
"2850045700","정류장 2850045700","36.77708430","127.23302290",""
"2850046000","정류장 2850046000","36.77839015","127.40143260",""
"2850046100","신계교차로","36.77816236","127.21439490",""
"2850046200","정류장 2850046200","36.77887318","127.21532360",""
"2850046300","송연교","36.77899902","127.35460800",""
"2850046400","송연교","36.77912973","127.35448040",""
"2850046600","정류장 2850046600","36.77991823","127.23263580",""
"2850046800","(상보들)","36.78104693","127.19712240",""
"2850046900","정류장 2850046900","36.78123539","127.23408360",""
"2850047200","목천교","36.78255691","127.23826570",""
"2850047300","교천교차로","36.78252079","127.19987710",""
"2850047400","목천교","36.78322489","127.23744030",""
"2850105900","(하나은행천안중앙지점)","36.81818407","127.15823630",""
"2850112200","(진향손칼국수)","36.82095766","127.15818490",""
"2850114900","(부대전문점)","36.82191126","127.15912580",""
"2850118400","(신부새마을금고)","36.82295263","127.15912340",""
"2850118000","(하얀풍차과자점)","36.82294564","127.15869890",""
